件数目,バッチ当たりの登録合計時間,インデックスの削除時間,インデックスの作成時間,トランザクション開始時間,インザート時間,インザートコミット時間,インデックス作成コミット時間,合計経過時間
91200000,00時間00分59秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分56秒,00時間00分02秒,00時間00分00秒,06時間30分10秒
91300000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分00秒,00時間00分00秒,06時間30分55秒
91400000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分43秒,00時間00分01秒,00時間00分00秒,06時間31分40秒
91500000,00時間00分45秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分42秒,00時間00分02秒,00時間00分00秒,06時間32分25秒
91600000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分01秒,00時間00分00秒,06時間33分09秒
91700000,00時間00分45秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分00秒,00時間00分00秒,06時間33分54秒
91800000,00時間01分26秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分25秒,00時間00分00秒,00時間00分00秒,06時間35分21秒
91900000,00時間00分17秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分17秒,00時間00分00秒,00時間00分00秒,06時間35分38秒
92000000,00時間00分31秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分21秒,00時間00分09秒,00時間00分00秒,06時間36分09秒
92100000,00時間00分45秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分01秒,00時間00分00秒,06時間36分55秒
92200000,00時間00分45秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分43秒,00時間00分02秒,00時間00分00秒,06時間37分41秒
92300000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分43秒,00時間00分00秒,00時間00分00秒,06時間38分26秒
92400000,00時間00分45秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分43秒,00時間00分02秒,00時間00分00秒,06時間39分11秒
92500000,00時間00分18秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分18秒,00時間00分00秒,00時間00分00秒,06時間39分30秒
92600000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分43秒,00時間00分03秒,00時間00分00秒,06時間40分17秒
92700000,00時間00分18秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分18秒,00時間00分00秒,00時間00分00秒,06時間40分36秒
92800000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分01秒,00時間00分00秒,06時間41分22秒
92900000,00時間00分18秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分15秒,00時間00分02秒,00時間00分00秒,06時間41分40秒
93000000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分03秒,00時間00分00秒,06時間42分29秒
93100000,00時間00分18秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分18秒,00時間00分00秒,00時間00分00秒,06時間42分47秒
93200000,00時間00分47秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分03秒,00時間00分00秒,06時間43分34秒
93300000,00時間00分19秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分18秒,00時間00分00秒,00時間00分00秒,06時間43分54秒
93400000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分03秒,00時間00分00秒,06時間44分42秒
93500000,00時間00分19秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分18秒,00時間00分00秒,00時間00分00秒,06時間45分01秒
93600000,00時間00分50秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分04秒,00時間00分00秒,06時間45分51秒
93700000,00時間00分49秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分47秒,00時間00分01秒,00時間00分00秒,06時間46分41秒
93800000,00時間00分45秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分00秒,00時間00分00秒,06時間47分26秒
93900000,00時間00分20秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分15秒,00時間00分04秒,00時間00分00秒,06時間47分47秒
94000000,00時間00分31秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分30秒,00時間00分01秒,00時間00分00秒,06時間48分19秒
94100000,00時間00分19秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分16秒,00時間00分02秒,00時間00分00秒,06時間48分38秒
94200000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分46秒,00時間00分00秒,00時間00分00秒,06時間49分24秒
94300000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分00秒,00時間00分00秒,06時間50分11秒
94400000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分02秒,00時間00分00秒,06時間50分58秒
94500000,00時間00分20秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分20秒,00時間00分00秒,00時間00分00秒,06時間51分19秒
94600000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分03秒,00時間00分00秒,06時間52分07秒
94700000,00時間00分20秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分20秒,00時間00分00秒,00時間00分00秒,06時間52分28秒
94800000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分02秒,00時間00分00秒,06時間53分16秒
94900000,00時間00分20秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分16秒,00時間00分04秒,00時間00分00秒,06時間53分37秒
95000000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分01秒,00時間00分00秒,06時間54分24秒
95100000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分01秒,00時間00分00秒,06時間55分11秒
95200000,00時間00分47秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分02秒,00時間00分00秒,06時間55分59秒
95300000,00時間01分01秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分59秒,00時間00分02秒,00時間00分00秒,06時間57分00秒
95400000,00時間00分47秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分01秒,00時間00分00秒,06時間57分47秒
95500000,00時間00分49秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分46秒,00時間00分02秒,00時間00分00秒,06時間58分37秒
95600000,00時間01分00秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分58秒,00時間00分01秒,00時間00分00秒,06時間59分37秒
95700000,00時間00分18秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分17秒,00時間00分00秒,00時間00分00秒,06時間59分55秒
95800000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分00秒,00時間00分00秒,07時間00分41秒
95900000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分02秒,00時間00分00秒,07時間01分30秒
96000000,00時間01分02秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分02秒,00時間00分00秒,00時間00分00秒,07時間02分33秒
96100000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分00秒,00時間00分00秒,07時間03分19秒
96200000,00時間01分30秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分29秒,00時間00分00秒,00時間00分00秒,07時間04分50秒
96300000,00時間00分18秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分16秒,00時間00分01秒,00時間00分00秒,07時間05分08秒
96400000,00時間00分20秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分17秒,00時間00分02秒,00時間00分00秒,07時間05分28秒
96500000,00時間00分32秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分29秒,00時間00分02秒,00時間00分00秒,07時間06分00秒
96600000,00時間00分21秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分17秒,00時間00分03秒,00時間00分00秒,07時間06分22秒
96700000,00時間00分50秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分46秒,00時間00分03秒,00時間00分00秒,07時間07分13秒
96800000,00時間00分20秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分19秒,00時間00分00秒,00時間00分00秒,07時間07分33秒
96900000,00時間00分47秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分47秒,00時間00分00秒,00時間00分00秒,07時間08分21秒
97000000,00時間00分46秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分00秒,00時間00分00秒,07時間09分07秒
97100000,00時間00分47秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分45秒,00時間00分01秒,00時間00分00秒,07時間09分55秒
97200000,00時間01分01秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分00秒,00時間00分00秒,00時間00分00秒,07時間10分56秒
97300000,00時間00分49秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分48秒,00時間00分00秒,00時間00分00秒,07時間11分45秒
97400000,00時間00分22秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分22秒,00時間00分00秒,00時間00分00秒,07時間12分08秒
97500000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分47秒,00時間00分01秒,00時間00分00秒,07時間12分57秒
97600000,00時間00分20秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分20秒,00時間00分00秒,00時間00分00秒,07時間13分18秒
97700000,00時間00分22秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分18秒,00時間00分03秒,00時間00分00秒,07時間13分40秒
97800000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分47秒,00時間00分00秒,00時間00分00秒,07時間14分28秒
97900000,00時間01分01秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分00秒,00時間00分00秒,00時間00分00秒,07時間15分30秒
98000000,00時間00分22秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分20秒,00時間00分02秒,00時間00分00秒,07時間15分53秒
98100000,00時間00分47秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分46秒,00時間00分01秒,00時間00分00秒,07時間16分41秒
98200000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分47秒,00時間00分01秒,00時間00分00秒,07時間17分29秒
98300000,00時間00分49秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分48秒,00時間00分00秒,00時間00分00秒,07時間18分19秒
98400000,00時間00分23秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分22秒,00時間00分00秒,00時間00分00秒,07時間18分42秒
98500000,00時間00分22秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分18秒,00時間00分03秒,00時間00分00秒,07時間19分05秒
98600000,00時間00分50秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分49秒,00時間00分00秒,00時間00分00秒,07時間19分55秒
98700000,00時間01分03秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分01秒,00時間00分01秒,00時間00分00秒,07時間20分59秒
98800000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分47秒,00時間00分00秒,00時間00分00秒,07時間21分47秒
98900000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分47秒,00時間00分00秒,00時間00分00秒,07時間22分35秒
99000000,00時間01分03秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分02秒,00時間00分01秒,00時間00分00秒,07時間23分39秒
99100000,00時間00分48秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分46秒,00時間00分01秒,00時間00分00秒,07時間24分27秒
99200000,00時間01分03秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分01秒,00時間00分01秒,00時間00分00秒,07時間25分30秒
99300000,00時間01分02秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分02秒,00時間00分00秒,00時間00分00秒,07時間26分33秒
99400000,00時間00分24秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分23秒,00時間00分00秒,00時間00分00秒,07時間26分57秒
99500000,00時間00分21秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分19秒,00時間00分01秒,00時間00分00秒,07時間27分18秒
99600000,00時間00分50秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分49秒,00時間00分00秒,00時間00分00秒,07時間28分09秒
99700000,00時間00分50秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分48秒,00時間00分01秒,00時間00分00秒,07時間28分59秒
99800000,00時間00分22秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分22秒,00時間00分00秒,00時間00分00秒,07時間29分22秒
99900000,00時間00分49秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分48秒,00時間00分01秒,00時間00分00秒,07時間30分11秒
100000000,00時間00分24秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分22秒,00時間00分01秒,00時間00分00秒,07時間30分36秒
